# Numerov wave function for l=0
# r  Re(psi)  Im(psi)
1.200000  -0.2360427005  0.4471099174
1.220000  -0.2304759810  0.4395011534
1.240000  -0.2246202840  0.4314080796
1.260000  -0.2184831494  0.4228406335
1.280000  -0.2120724485  0.4138092540
1.300000  -0.2053963730  0.4043248650
1.320000  -0.1984634222  0.3943988586
1.340000  -0.1912823907  0.3840430770
1.360000  -0.1838623555  0.3732697949
1.380000  -0.1762126628  0.3620917004
1.400000  -0.1683429144  0.3505218762
1.420000  -0.1602629543  0.3385737794
1.440000  -0.1519828540  0.3262612217
1.460000  -0.1435128987  0.3135983489
1.480000  -0.1348635727  0.3005996196
1.500000  -0.1260455449  0.2872797842
1.520000  -0.1170696537  0.2736538633
1.540000  -0.1079468921  0.2597371257
1.560000  -0.0986883930  0.2455450666
1.580000  -0.0893054136  0.2310933847
1.600000  -0.0798093207  0.2163979607
1.620000  -0.0702115750  0.2014748341
1.640000  -0.0605237164  0.1863401806
1.660000  -0.0507573484  0.1710102901
1.680000  -0.0409241233  0.1555015432
1.700000  -0.0310357269  0.1398303895
1.720000  -0.0211038636  0.1240133246
1.740000  -0.0111402419  0.1080668682
1.760000  -0.0011565589  0.0920075418
1.780000  0.0088355132  0.0758518467
1.800000  0.0188243424  0.0596162426
1.820000  0.0287983503  0.0433171264
1.840000  0.0387460266  0.0269708110
1.860000  0.0486559422  0.0105935051
1.880000  0.0585167631  -0.0057987072
1.900000  0.0683172634  -0.0221898860
1.920000  0.0780463377  -0.0385642544
1.940000  0.0876930143  -0.0549062175
1.960000  0.0972464669  -0.0712003799
1.980000  0.1066960267  -0.0874315635
2.000000  0.1160311938  -0.1035848240
2.020000  0.1252416484  -0.1196454670
2.040000  0.1343172617  -0.1355990631
2.060000  0.1432481058  -0.1514314629
2.080000  0.1520244646  -0.1671288105
2.100000  0.1606368427  -0.1826775566
2.120000  0.1690759749  -0.1980644709
2.140000  0.1773328352  -0.2132766534
2.160000  0.1853986451  -0.2283015449
2.180000  0.1932648815  -0.2431269370
2.200000  0.2009232849  -0.2577409805
2.220000  0.2083658660  -0.2721321941
2.240000  0.2155849131  -0.2862894710
2.260000  0.2225729982  -0.3002020852
2.280000  0.2293229831  -0.3138596971
2.300000  0.2358280253  -0.3272523581
2.320000  0.2420815832  -0.3403705139
2.340000  0.2480774208  -0.3532050077
2.360000  0.2538096123  -0.3657470819
2.380000  0.2592725462  -0.3779883794
2.400000  0.2644609293  -0.3899209441
2.420000  0.2693697894  -0.4015372201
2.440000  0.2739944791  -0.4128300510
2.460000  0.2783306777  -0.4237926775
2.480000  0.2823743940  -0.4344187353
2.500000  0.2861219676  -0.4447022516
2.520000  0.2895700709  -0.4546376411
2.540000  0.2927157098  -0.4642197017
2.560000  0.2955562249  -0.4734436094
2.580000  0.2980892915  -0.4823049128
2.600000  0.3003129197  -0.4907995271
2.620000  0.3022254542  -0.4989237274
2.640000  0.3038255736  -0.5066741420
2.660000  0.3051122890  -0.5140477455
2.680000  0.3060849428  -0.5210418507
2.700000  0.3067432068  -0.5276541013
2.720000  0.3070870800  -0.5338824639
2.740000  0.3071168858  -0.5397252196
2.760000  0.3068332694  -0.5451809559
2.780000  0.3062371940  -0.5502485586
2.800000  0.3053299373  -0.5549272028
2.820000  0.3041130873  -0.5592163450
2.840000  0.3025885381  -0.5631157148
2.860000  0.3007584842  -0.5666253059
2.880000  0.2986254161  -0.5697453686
2.900000  0.2961921143  -0.5724764016
2.920000  0.2934616432  -0.5748191435
2.940000  0.2904373448  -0.5767745659
2.960000  0.2871228321  -0.5783438651
2.980000  0.2835219819  -0.5795284552
3.000000  0.2796389274  -0.5803299607
3.020000  0.2754780506  -0.5807502100
3.040000  0.2710439743  -0.5807912284
3.060000  0.2663415534  -0.5804552320
3.080000  0.2613758670  -0.5797446217
3.100000  0.2561522092  -0.5786619772
3.120000  0.2506760799  -0.5772100516
3.140000  0.2449531757  -0.5753917660
3.160000  0.2389893809  -0.5732102048
3.180000  0.2327907570  -0.5706686106
3.200000  0.2263635337  -0.5677703801
3.220000  0.2197140989  -0.5645190593
3.240000  0.2128489885  -0.5609183401
3.260000  0.2057748768  -0.5569720561
3.280000  0.1984985663  -0.5526841788
3.300000  0.1910269776  -0.5480588148
3.320000  0.1833671395  -0.5431002018
3.340000  0.1755261794  -0.5378127058
3.360000  0.1675113129  -0.5322008182
3.380000  0.1593298343  -0.5262691528
3.400000  0.1509891069  -0.5200224428
3.420000  0.1424965539  -0.5134655386
3.440000  0.1338596484  -0.5066034048
3.460000  0.1250859048  -0.4994411177
3.480000  0.1161828699  -0.4919838629
3.500000  0.1071581138  -0.4842369327
3.520000  0.0980192218  -0.4762057238
3.540000  0.0887737862  -0.4678957349
3.560000  0.0794293984  -0.4593125647
3.580000  0.0699936415  -0.4504619110
3.600000  0.0604740827  -0.4413495678
3.620000  0.0508782663  -0.4319814225
3.640000  0.0412137066  -0.4223634536
3.660000  0.0314878814  -0.4125017278
3.680000  0.0217082260  -0.4024023973
3.700000  0.0118821266  -0.3920716970
3.720000  0.0020169155  -0.3815159419
3.740000  -0.0078801349  -0.3707415238
3.760000  -0.0178018172  -0.3597549088
3.780000  -0.0277409929  -0.3485626344
3.800000  -0.0376905981  -0.3371713059
3.820000  -0.0476436463  -0.3255875942
3.840000  -0.0575932336  -0.3138182320
3.860000  -0.0675325412  -0.3018700113
3.880000  -0.0774548394  -0.2897497797
3.900000  -0.0873534906  -0.2774644379
3.920000  -0.0972219517  -0.2650209357
3.940000  -0.1070537773  -0.2524262694
3.960000  -0.1168426216  -0.2396874784
3.980000  -0.1265822410  -0.2268116418
4.000000  -0.1362664954  -0.2138058752
4.020000  -0.1458893507  -0.2006773277
4.040000  -0.1554448798  -0.1874331779
4.060000  -0.1649272644  -0.1740806314
4.080000  -0.1743307957  -0.1606269171
4.100000  -0.1836498763  -0.1470792839
4.120000  -0.1928790203  -0.1334449974
4.140000  -0.2020128546  -0.1197313369
4.160000  -0.2110461194  -0.1059455918
4.180000  -0.2199736689  -0.0920950584
4.200000  -0.2287904717  -0.0781870369
4.220000  -0.2374916111  -0.0642288279
4.240000  -0.2460722855  -0.0502277292
4.260000  -0.2545278085  -0.0361910329
4.280000  -0.2628536090  -0.0221260219
4.300000  -0.2710452315  -0.0080399671
4.320000  -0.2790983360  0.0060598761
4.340000  -0.2870086976  0.0201662707
4.360000  -0.2947722070  0.0342720009
4.380000  -0.3023848701  0.0483698755
4.400000  -0.3098428075  0.0624527309
4.420000  -0.3171422549  0.0765134338
4.440000  -0.3242795624  0.0905448843
4.460000  -0.3312511946  0.1045400187
4.480000  -0.3380537300  0.1184918125
4.500000  -0.3446838608  0.1323932834
4.520000  -0.3511383930  0.1462374935
4.540000  -0.3574142452  0.1600175528
4.560000  -0.3635084494  0.1737266215
4.580000  -0.3694181495  0.1873579129
4.600000  -0.3751406021  0.2009046960
4.620000  -0.3806731751  0.2143602980
4.640000  -0.3860133481  0.2277181072
4.660000  -0.3911587118  0.2409715755
4.680000  -0.3961069676  0.2541142207
4.700000  -0.4008559273  0.2671396292
4.720000  -0.4054035126  0.2800414588
4.740000  -0.4097477551  0.2928134402
4.760000  -0.4138867956  0.3054493805
4.780000  -0.4178188839  0.3179431648
4.800000  -0.4215423784  0.3302887589
4.820000  -0.4250557457  0.3424802114
4.840000  -0.4283575605  0.3545116562
4.860000  -0.4314465048  0.3663773145
4.880000  -0.4343213678  0.3780714970
4.900000  -0.4369810457  0.3895886062
4.920000  -0.4394245409  0.4009231386
4.940000  -0.4416509619  0.4120696862
4.960000  -0.4436595230  0.4230229395
4.980000  -0.4454495436  0.4337776887
5.000000  -0.4470204480  0.4443288258
5.020000  -0.4483717653  0.4546713469
5.040000  -0.4495031281  0.4648003539
5.060000  -0.4504142731  0.4747110562
5.080000  -0.4511050400  0.4843987725
5.100000  -0.4515753712  0.4938589329
5.120000  -0.4518253115  0.5030870803
5.140000  -0.4518550075  0.5120788723
5.160000  -0.4516647069  0.5208300828
5.180000  -0.4512547584  0.5293366032
5.200000  -0.4506256110  0.5375944448
5.220000  -0.4497778133  0.5455997394
5.240000  -0.4487120130  0.5533487415
5.260000  -0.4474289566  0.5608378292
5.280000  -0.4459294885  0.5680635058
5.300000  -0.4442145501  0.5750224014
5.320000  -0.4422851801  0.5817112734
5.340000  -0.4401425126  0.5881270087
5.360000  -0.4377877775  0.5942666242
5.380000  -0.4352222989  0.6001272682
5.400000  -0.4324474952  0.6057062214
5.420000  -0.4294648774  0.6110008980
5.440000  -0.4262760491  0.6160088467
5.460000  -0.4228827053  0.6207277516
5.480000  -0.4192866314  0.6251554330
5.500000  -0.4154897027  0.6292898484
5.520000  -0.4114938833  0.6331290930
5.540000  -0.4073012251  0.6366714008
5.560000  -0.4029138670  0.6399151450
5.580000  -0.3983340335  0.6428588386
5.600000  -0.3935640344  0.6455011351
5.620000  -0.3886062631  0.6478408288
5.640000  -0.3834631956  0.6498768555
5.660000  -0.3781373898  0.6516082928
5.680000  -0.3726314838  0.6530343601
5.700000  -0.3669481951  0.6541544193
5.720000  -0.3610903194  0.6549679749
5.740000  -0.3550607290  0.6554746741
5.760000  -0.3488623720  0.6556743066
5.780000  -0.3424982707  0.6555668054
5.800000  -0.3359715203  0.6551522459
5.820000  -0.3292852876  0.6544308464
5.840000  -0.3224428096  0.6534029677
5.860000  -0.3154473922  0.6520691129
5.880000  -0.3083024086  0.6504299273
5.900000  -0.3010112978  0.6484861979
5.920000  -0.2935775631  0.6462388531
5.940000  -0.2860047710  0.6436889621
5.960000  -0.2782965487  0.6408377346
5.980000  -0.2704565836  0.6376865201
6.000000  -0.2624886210  0.6342368073
6.020000  -0.2543964625  0.6304902236
6.040000  -0.2461839647  0.6264485338
6.060000  -0.2378550371  0.6221136399
6.080000  -0.2294136407  0.6174875800
6.100000  -0.2208637860  0.6125725270
6.120000  -0.2122095315  0.6073707884
6.140000  -0.2034549817  0.6018848044
6.160000  -0.1946042853  0.5961171474
6.180000  -0.1856616336  0.5900705205
6.200000  -0.1766312584  0.5837477564
6.220000  -0.1675174301  0.5771518162
6.240000  -0.1583244562  0.5702857876
6.260000  -0.1490566789  0.5631528843
6.280000  -0.1397184734  0.5557564436
6.300000  -0.1303142460  0.5480999257
6.320000  -0.1208484320  0.5401869116
6.340000  -0.1113254940  0.5320211017
6.360000  -0.1017499195  0.5236063141
6.380000  -0.0921262193  0.5149464827
6.400000  -0.0824589249  0.5060456557
6.420000  -0.0727525874  0.4969079936
6.440000  -0.0630117746  0.4875377670
6.460000  -0.0532410692  0.4779393553
6.480000  -0.0434450670  0.4681172442
6.500000  -0.0336283745  0.4580760238
6.520000  -0.0237956071  0.4478203865
6.540000  -0.0139513867  0.4373551250
6.560000  -0.0041003398  0.4266851298
6.580000  0.0057529044  0.4158153872
6.600000  0.0156037166  0.4047509769
6.620000  0.0254474690  0.3934970699
6.640000  0.0352795377  0.3820589258
6.660000  0.0450953048  0.3704418906
6.680000  0.0548901601  0.3586513942
6.700000  0.0646595039  0.3466929478
6.720000  0.0743987486  0.3345721416
6.740000  0.0841033208  0.3222946421
6.760000  0.0937686635  0.3098661894
6.780000  0.1033902385  0.2972925947
6.800000  0.1129635278  0.2845797375
6.820000  0.1224840363  0.2717335631
6.840000  0.1319472934  0.2587600795
6.860000  0.1413488555  0.2456653552
6.880000  0.1506843076  0.2324555156
6.900000  0.1599492658  0.2191367410
6.920000  0.1691393789  0.2057152632
6.940000  0.1782503306  0.1921973627
6.960000  0.1872778414  0.1785893659
6.980000  0.1962176709  0.1648976422
7.000000  0.2050656193  0.1511286010
7.020000  0.2138175297  0.1372886887
7.040000  0.2224692899  0.1233843855
7.060000  0.2310168341  0.1094222029
7.080000  0.2394561452  0.0954086803
7.100000  0.2477832565  0.0813503819
7.120000  0.2559942535  0.0672538940
7.140000  0.2640852755  0.0531258216
7.160000  0.2720525180  0.0389727855
7.180000  0.2798922339  0.0248014191
7.200000  0.2876007355  0.0106183653
7.220000  0.2951743963  -0.0035697262
7.240000  0.3026096525  -0.0177562027
7.260000  0.3099030048  -0.0319344111
7.280000  0.3170510200  -0.0460977010
7.300000  0.3240503326  -0.0602394283
7.320000  0.3308976465  -0.0743529576
7.340000  0.3375897365  -0.0884316659
7.360000  0.3441234495  -0.1024689453
7.380000  0.3504957066  -0.1164582065
7.400000  0.3567035040  -0.1303928814
7.420000  0.3627439148  -0.1442664266
7.440000  0.3686140900  -0.1580723263
7.460000  0.3743112603  -0.1718040952
7.480000  0.3798327371  -0.1854552820
7.500000  0.3851759138  -0.1990194718
7.520000  0.3903382672  -0.2124902897
7.540000  0.3953173585  -0.2258614036
7.560000  0.4001108348  -0.2391265269
7.580000  0.4047164296  -0.2522794218
7.600000  0.4091319646  -0.2653139023
7.620000  0.4133553503  -0.2782238367
7.640000  0.4173845870  -0.2910031510
7.660000  0.4212177660  -0.3036458312
7.680000  0.4248530704  -0.3161459267
7.700000  0.4282887759  -0.3284975528
7.720000  0.4315232517  -0.3406948935
7.740000  0.4345549614  -0.3527322044
7.760000  0.4373824633  -0.3646038151
7.780000  0.4400044118  -0.3763041324
7.800000  0.4424195576  -0.3878276424
7.820000  0.4446267483  -0.3991689135
7.840000  0.4466249290  -0.4103225986
7.860000  0.4484131430  -0.4212834382
7.880000  0.4499905323  -0.4320462624
7.900000  0.4513563376  -0.4426059935
7.920000  0.4525098991  -0.4529576485
7.940000  0.4534506567  -0.4630963413
7.960000  0.4541781504  -0.4730172853
7.980000  0.4546920203  -0.4827157954
8.000000  0.4549920069  -0.4921872903
8.020000  0.4550779514  -0.5014272949
8.040000  0.4549497956  -0.5104314420
8.060000  0.4546075822  -0.5191954749
8.080000  0.4540514543  -0.5277152491
8.100000  0.4532816561  -0.5359867342
8.120000  0.4522985322  -0.5440060163
8.140000  0.4511025276  -0.5517692993
8.160000  0.4496941878  -0.5592729072
8.180000  0.4480741582  -0.5665132853
8.200000  0.4462431840  -0.5734870028
8.220000  0.4442021100  -0.5801907533
8.240000  0.4419518799  -0.5866213575
8.260000  0.4394935362  -0.5927757640
8.280000  0.4368282195  -0.5986510509
8.300000  0.4339571681  -0.6042444275
8.320000  0.4308817177  -0.6095532355
8.340000  0.4276033000  -0.6145749500
8.360000  0.4241234431  -0.6193071812
8.380000  0.4204437699  -0.6237476752
8.400000  0.4165659979  -0.6278943154
8.420000  0.4124919384  -0.6317451232
8.440000  0.4082234952  -0.6352982593
8.460000  0.4037626643  -0.6385520242
8.480000  0.3991115325  -0.6415048595
8.500000  0.3942722770  -0.6441553485
8.520000  0.3892471637  -0.6465022165
8.540000  0.3840385467  -0.6485443322
8.560000  0.3786488671  -0.6502807076
8.580000  0.3730806517  -0.6517104989
8.600000  0.3673365118  -0.6528330068
8.620000  0.3614191423  -0.6536476768
8.640000  0.3553313201  -0.6541540995
8.660000  0.3490759032  -0.6543520110
8.680000  0.3426558290  -0.6542412930
8.700000  0.3360741129  -0.6538219727
8.720000  0.3293338473  -0.6530942230
8.740000  0.3224382000  -0.6520583626
8.760000  0.3153904123  -0.6507148554
8.780000  0.3081937980  -0.6490643109
8.800000  0.3008517419  -0.6471074835
8.820000  0.2933676976  -0.6448452724
8.840000  0.2857451866  -0.6422787211
8.860000  0.2779877961  -0.6394090171
8.880000  0.2700991778  -0.6362374912
8.900000  0.2620830457  -0.6327656169
8.920000  0.2539431748  -0.6289950100
8.940000  0.2456833990  -0.6249274275
8.960000  0.2373076095  -0.6205647671
8.980000  0.2288197527  -0.6159090661
9.000000  0.2202238290  -0.6109625006
9.020000  0.2115238899  -0.6057273847
9.040000  0.2027240372  -0.6002061689
9.060000  0.1938284202  -0.5944014395
9.080000  0.1848412341  -0.5883159172
9.100000  0.1757667181  -0.5819524556
9.120000  0.1666091534  -0.5753140406
9.140000  0.1573728609  -0.5684037880
9.160000  0.1480621995  -0.5612249429
9.180000  0.1386815639  -0.5537808780
9.200000  0.1292353824  -0.5460750916
9.220000  0.1197281150  -0.5381112064
9.240000  0.1101642514  -0.5298929679
9.260000  0.1005483085  -0.5214242421
9.280000  0.0908848286  -0.5127090145
9.300000  0.0811783771  -0.5037513873
9.320000  0.0714335405  -0.4945555784
9.340000  0.0616549239  -0.4851259187
9.360000  0.0518471493  -0.4754668506
9.380000  0.0420148530  -0.4655829254
9.400000  0.0321626835  -0.4554788018
9.420000  0.0222952995  -0.4451592431
9.440000  0.0124173675  -0.4346291154
9.460000  0.0025335596  -0.4238933852
9.480000  -0.0073514485  -0.4129571167
9.500000  -0.0172329801  -0.4018254702
9.520000  -0.0271063593  -0.3905036989
9.540000  -0.0369669136  -0.3789971468
9.560000  -0.0468099757  -0.3673112463
9.580000  -0.0566308862  -0.3554515152
9.600000  -0.0664249954  -0.3434235546
9.620000  -0.0761876655  -0.3312330460
9.640000  -0.0859142734  -0.3188857486
9.660000  -0.0956002120  -0.3063874967
9.680000  -0.1052408931  -0.2937441968
9.700000  -0.1148317492  -0.2809618251
9.720000  -0.1243682359  -0.2680464243
9.740000  -0.1338458338  -0.2550041010
9.760000  -0.1432600510  -0.2418410228
9.780000  -0.1526064249  -0.2285634154
9.800000  -0.1618805245  -0.2151775594
9.820000  -0.1710779523  -0.2016897876
9.840000  -0.1801943469  -0.1881064821
9.860000  -0.1892253844  -0.1744340709
9.880000  -0.1981667809  -0.1606790251
9.900000  -0.2070142946  -0.1468478561
9.920000  -0.2157637275  -0.1329471118
9.940000  -0.2244109275  -0.1189833743
9.960000  -0.2329517906  -0.1049632561
9.980000  -0.2413822625  -0.0908933976
10.000000  -0.2496983409  -0.0767804634
10.020000  -0.2578960771  -0.0626311394
10.040000  -0.2659715781  -0.0484521297
10.060000  -0.2739210084  -0.0342501534
10.080000  -0.2817405918  -0.0200319411
10.100000  -0.2894266130  -0.0058042321
10.120000  -0.2969754199  0.0084262289
10.140000  -0.3043834249  0.0226526953
10.160000  -0.3116471067  0.0368684212
10.180000  -0.3187630121  0.0510666652
10.200000  -0.3257277576  0.0652406934
10.220000  -0.3325380310  0.0793837823
10.240000  -0.3391905929  0.0934892226
10.260000  -0.3456822784  0.1075503218
10.280000  -0.3520099987  0.1215604076
10.300000  -0.3581707421  0.1355128313
10.320000  -0.3641615762  0.1494009707
10.340000  -0.3699796486  0.1632182332
10.360000  -0.3756221887  0.1769580591
10.380000  -0.3810865088  0.1906139248
10.400000  -0.3863700056  0.2041793457
10.420000  -0.3914701612  0.2176478794
10.440000  -0.3963845445  0.2310131285
10.460000  -0.4011108125  0.2442687443
10.480000  -0.4056467109  0.2574084290
10.500000  -0.4099900758  0.2704259395
10.520000  -0.4141388345  0.2833150897
10.540000  -0.4180910062  0.2960697540
10.560000  -0.4218447035  0.3086838696
10.580000  -0.4253981330  0.3211514400
10.600000  -0.4287495962  0.3334665378
10.620000  -0.4318974902  0.3456233069
10.640000  -0.4348403089  0.3576159661
10.660000  -0.4375766433  0.3694388114
10.680000  -0.4401051822  0.3810862188
10.700000  -0.4424247133  0.3925526471
10.720000  -0.4445341232  0.4038326403
10.740000  -0.4464323983  0.4149208306
10.760000  -0.4481186252  0.4258119406
10.780000  -0.4495919913  0.4365007860
10.800000  -0.4508517849  0.4469822780
10.820000  -0.4518973958  0.4572514260
10.840000  -0.4527283155  0.4673033395
10.860000  -0.4533441376  0.4771332309
10.880000  -0.4537445578  0.4867364176
10.900000  -0.4539293741  0.4961083241
10.920000  -0.4538984870  0.5052444846
10.940000  -0.4536518998  0.5141405447
10.960000  -0.4531897180  0.5227922638
10.980000  -0.4525121497  0.5311955170
11.000000  -0.4516195057  0.5393462970
11.020000  -0.4505121987  0.5472407162
11.040000  -0.4491907438  0.5548750087
11.060000  -0.4476557579  0.5622455315
11.080000  -0.4459079596  0.5693487669
11.100000  -0.4439481686  0.5761813241
11.120000  -0.4417773058  0.5827399404
11.140000  -0.4393963923  0.5890214832
11.160000  -0.4368065495  0.5950229514
11.180000  -0.4340089980  0.6007414767
11.200000  -0.4310050576  0.6061743253
11.220000  -0.4277961462  0.6113188989
11.240000  -0.4243837797  0.6161727360
11.260000  -0.4207695705  0.6207335135
11.280000  -0.4169552277  0.6249990471
11.300000  -0.4129425553  0.6289672931
11.320000  -0.4087334523  0.6326363489
11.340000  -0.4043299111  0.6360044541
11.360000  -0.3997340170  0.6390699914
11.380000  -0.3949479468  0.6418314873
11.400000  -0.3899739683  0.6442876128
11.420000  -0.3848144389  0.6464371844
11.440000  -0.3794718045  0.6482791640
11.460000  -0.3739485985  0.6498126602
11.480000  -0.3682474402  0.6510369280
11.500000  -0.3623710343  0.6519513698
11.520000  -0.3563221690  0.6525555355
11.540000  -0.3501037148  0.6528491224
11.560000  -0.3437186233  0.6528319758
11.580000  -0.3371699259  0.6525040891
11.600000  -0.3304607318  0.6518656034
11.620000  -0.3235942273  0.6509168078
11.640000  -0.3165736737  0.6496581394
11.660000  -0.3094024061  0.6480901826
11.680000  -0.3020838316  0.6462136694
11.700000  -0.2946214278  0.6440294787
11.720000  -0.2870187413  0.6415386361
11.740000  -0.2792793856  0.6387423134
11.760000  -0.2714070397  0.6356418279
11.780000  -0.2634054465  0.6322386420
11.800000  -0.2552784105  0.6285343625
11.820000  -0.2470297966  0.6245307396
11.840000  -0.2386635278  0.6202296664
11.860000  -0.2301835836  0.6156331780
11.880000  -0.2215939980  0.6107434503
11.900000  -0.2128988575  0.6055627992
11.920000  -0.2041022995  0.6000936793
11.940000  -0.1952085100  0.5943386831
11.960000  -0.1862217217  0.5883005394
11.980000  -0.1771462119  0.5819821123
12.000000  -0.1679863007  0.5753863997
12.020000  -0.1587463489  0.5685165319
12.040000  -0.1494307556  0.5613757702
12.060000  -0.1400439564  0.5539675052
12.080000  -0.1305904215  0.5462952556
12.100000  -0.1210746530  0.5383626659
12.120000  -0.1115011831  0.5301735052
12.140000  -0.1018745720  0.5217316653
12.160000  -0.0921994058  0.5130411586
12.180000  -0.0824802937  0.5041061168
12.200000  -0.0727218666  0.4949307881
12.220000  -0.0629287745  0.4855195360
12.240000  -0.0531056842  0.4758768365
12.260000  -0.0432572774  0.4660072768
12.280000  -0.0333882481  0.4559155524
12.300000  -0.0235033006  0.4456064651
12.320000  -0.0136071471  0.4350849209
12.340000  -0.0037045057  0.4243559276
12.360000  0.0061999020  0.4134245923
12.380000  0.0161013533  0.4022961189
12.400000  0.0259951265  0.3909758060
12.420000  0.0358765031  0.3794690441
12.440000  0.0457407701  0.3677813129
12.460000  0.0555832224  0.3559181791
12.480000  0.0653991647  0.3438852934
12.500000  0.0751839142  0.3316883882
12.520000  0.0849328025  0.3193332743
12.540000  0.0946411779  0.3068258388
12.560000  0.1043044076  0.2941720415
12.580000  0.1139178801  0.2813779130
12.600000  0.1234770072  0.2684495511
12.620000  0.1329772263  0.2553931182
12.640000  0.1424140025  0.2422148384
12.660000  0.1517828308  0.2289209942
12.680000  0.1610792383  0.2155179241
12.700000  0.1702987863  0.2020120190
12.720000  0.1794370724  0.1884097194
12.740000  0.1884897329  0.1747175124
12.760000  0.1974524441  0.1609419286
12.780000  0.2063209254  0.1470895387
12.800000  0.2150909405  0.1331669508
12.820000  0.2237583001  0.1191808069
12.840000  0.2323188632  0.1051377799
12.860000  0.2407685399  0.0910445703
12.880000  0.2491032925  0.0769079033
12.900000  0.2573191381  0.0627345251
12.920000  0.2654121503  0.0485312000
12.940000  0.2733784609  0.0343047074
12.960000  0.2812142620  0.0200618379
12.980000  0.2889158078  0.0058093906
13.000000  0.2964794161  -0.0084458302
13.020000  0.3039014705  -0.0226970185
13.040000  0.3111784218  -0.0369373697
13.060000  0.3183067900  -0.0511600837
13.080000  0.3252831657  -0.0653583687
13.100000  0.3321042118  -0.0795254436
13.120000  0.3387666652  -0.0936545420
13.140000  0.3452673383  -0.1077389150
13.160000  0.3516031206  -0.1217718346
13.180000  0.3577709800  -0.1357465969
13.200000  0.3637679646  -0.1496565253
13.220000  0.3695912037  -0.1634949737
13.240000  0.3752379095  -0.1772553295
13.260000  0.3807053785  -0.1909310172
13.280000  0.3859909922  -0.2045155010
13.300000  0.3910922194  -0.2180022884
13.320000  0.3960066162  -0.2313849330
13.340000  0.4007318283  -0.2446570377
13.360000  0.4052655914  -0.2578122579
13.380000  0.4096057326  -0.2708443043
13.400000  0.4137501712  -0.2837469459
13.420000  0.4176969201  -0.2965140133
13.440000  0.4214440865  -0.3091394013
13.460000  0.4249898727  -0.3216170721
13.480000  0.4283325774  -0.3339410580
13.500000  0.4314705959  -0.3461054644
13.520000  0.4344024215  -0.3581044726
13.540000  0.4371266459  -0.3699323423
13.560000  0.4396419598  -0.3815834148
13.580000  0.4419471539  -0.3930521157
13.600000  0.4440411191  -0.4043329570
13.620000  0.4459228472  -0.4154205404
13.640000  0.4475914315  -0.4263095596
13.660000  0.4490460671  -0.4369948028
13.680000  0.4502860513  -0.4474711553
13.700000  0.4513107840  -0.4577336019
13.720000  0.4521197680  -0.4677772294
13.740000  0.4527126093  -0.4775972288
13.760000  0.4530890171  -0.4871888978
13.780000  0.4532488040  -0.4965476430
13.800000  0.4531918866  -0.5056689819
13.820000  0.4529182846  -0.5145485454
13.840000  0.4524281217  -0.5231820797
13.860000  0.4517216249  -0.5315654483
13.880000  0.4507991251  -0.5396946342
13.900000  0.4496610560  -0.5475657417
13.920000  0.4483079548  -0.5551749981
