# Numerov wave function for l=5
# r  Re(psi)  Im(psi)
14.160000  0.7316796221  0.2486679889
14.180000  0.7194741202  0.2434332584
14.200000  0.7069673385  0.2380965903
14.220000  0.6941643848  0.2326601758
14.240000  0.6810704961  0.2271262497
14.260000  0.6676910366  0.2214970904
14.280000  0.6540314953  0.2157750179
14.300000  0.6400974845  0.2099623937
14.320000  0.6258947367  0.2040616195
14.340000  0.6114291030  0.1980751361
14.360000  0.5967065504  0.1920054227
14.380000  0.5817331594  0.1858549959
14.400000  0.5665151219  0.1796264081
14.420000  0.5510587380  0.1733222473
14.440000  0.5353704142  0.1669451354
14.460000  0.5194566604  0.1604977275
14.480000  0.5033240871  0.1539827105
14.500000  0.4869794032  0.1474028022
14.520000  0.4704294127  0.1407607501
14.540000  0.4536810122  0.1340593302
14.560000  0.4367411880  0.1273013462
14.580000  0.4196170135  0.1204896278
14.600000  0.4023156455  0.1136270298
14.620000  0.3848443221  0.1067164309
14.640000  0.3672103593  0.0997607325
14.660000  0.3494211478  0.0927628574
14.680000  0.3314841503  0.0857257488
14.700000  0.3134068981  0.0786523688
14.720000  0.2951969879  0.0715456970
14.740000  0.2768620790  0.0644087300
14.760000  0.2584098898  0.0572444790
14.780000  0.2398481943  0.0500559697
14.800000  0.2211848195  0.0428462402
14.820000  0.2024276415  0.0356183399
14.840000  0.1835845825  0.0283753285
14.860000  0.1646636071  0.0211202742
14.880000  0.1456727194  0.0138562528
14.900000  0.1266199592  0.0065863464
14.920000  0.1075133990  -0.0006863584
14.940000  0.0883611399  -0.0079587712
14.960000  0.0691713088  -0.0152277997
14.980000  0.0499520547  -0.0224903505
15.000000  0.0307115450  -0.0297433308
